1.759000000000000000e+03 1.067897786420888406e+04
1.382000000000000000e+03 1.175492187258995546e+04
7.870000000000000000e+02 1.181437319447166556e+04
6.740000000000000000e+02 1.587596881482569734e+04
1.540000000000000000e+03 1.099013798340571338e+04
1.724000000000000000e+03 1.070389412414835169e+04
1.235000000000000000e+03 1.202937019866658011e+04
5.030000000000000000e+02 9.327683714037975733e+03
1.230000000000000000e+02 9.803149042530509178e+03
1.603000000000000000e+03 1.072480644811730781e+04
3.750000000000000000e+02 9.039388633473643495e+03
2.090000000000000000e+02 1.087259044694394106e+04
1.042000000000000000e+03 1.034991295521967186e+04
1.553000000000000000e+03 1.102687249866454476e+04
6.400000000000000000e+02 1.052961552134417434e+04
8.240000000000000000e+02 1.295675268814384253e+04
7.630000000000000000e+02 9.216683431606026716e+03
1.592000000000000000e+03 1.081120373828943048e+04
1.669000000000000000e+03 1.061698881084244749e+04
5.640000000000000000e+02 1.123369378891631459e+04
9.130000000000000000e+02 1.064055415145435472e+04
1.286000000000000000e+03 1.148795133704733962e+04
1.690000000000000000e+02 1.050771184800210176e+04
2.900000000000000000e+02 1.055505546564798715e+04
6.000000000000000000e+00 1.130440695042715925e+04
7.550000000000000000e+02 8.567393005975764027e+03
1.766000000000000000e+03 1.067061703533820764e+04
4.940000000000000000e+02 1.027031199543112962e+04
1.668000000000000000e+03 1.061468137163038955e+04
5.650000000000000000e+02 1.129048069442757151e+04
8.640000000000000000e+02 9.238487363409400132e+03
1.452000000000000000e+03 1.037902031946867646e+04
1.267000000000000000e+03 1.341394802770584283e+04
1.586000000000000000e+03 1.086047682732968678e+04
8.480000000000000000e+02 1.056562720141537284e+04
1.533000000000000000e+03 1.094021071434676196e+04
3.100000000000000000e+01 1.207122878119409324e+04
1.361000000000000000e+03 1.081239940821441087e+04
1.677000000000000000e+03 1.063606413984775463e+04
6.870000000000000000e+02 1.577288604239886627e+04
1.722000000000000000e+03 1.070364732723161069e+04
6.410000000000000000e+02 1.048671932648213078e+04
9.140000000000000000e+02 1.068973067652115242e+04
3.590000000000000000e+02 1.058163656892287690e+04
1.305000000000000000e+03 9.325326032159149690e+03
1.634000000000000000e+03 1.058521226257975286e+04
1.355000000000000000e+03 1.045696470708683228e+04
1.638000000000000000e+03 1.058080963998657353e+04
3.310000000000000000e+02 1.796531171354464459e+04
1.426000000000000000e+03 1.139199908746961228e+04
1.537000000000000000e+03 1.097130216814322921e+04
1.790000000000000000e+03 1.064505782072446709e+04
8.200000000000000000e+02 1.313816859065571771e+04
8.580000000000000000e+02 9.620912515541744142e+03
1.340000000000000000e+02 9.928273210913350340e+03
6.030000000000000000e+02 1.214465091080429374e+04
1.600000000000000000e+01 1.172041220443557540e+04
1.460000000000000000e+03 1.021745050500412071e+04
1.118000000000000000e+03 1.694746960150481027e+04
1.716000000000000000e+03 1.070142319403082729e+04
1.296000000000000000e+03 1.022335685308363645e+04
